,Unnamed: 0,work,subjects,people,times,places
7870,7870,OL56766W,"['Fiction', 'Villages', 'Country life', 'Pastoral fiction', 'Fiction, general', 'Fiction, christian, general', 'Ireland, fiction', 'Large type books', 'Villagers', 'Secrecy', 'New York Times reviewed', 'Social life and customs', 'Manners and customs', 'Landleben']",,,['Ireland']
7871,7871,OL15796895W,"['Horror stories', 'Juvenile fiction', 'Multiple personality', ""Children's stories, American"", ""Children's fiction"", 'Jekyll, doctor (fictitious character), fiction', 'Physicians, fiction']",,,
7872,7872,OL15059051W,"['Television broadcasting', 'Spies', 'Actors and actresses', 'Fiction', 'Juvenile fiction', 'Actors', 'Spy stories', ""Children's fiction""]",,,['Australia']
7873,7873,OL15059034W,"['Spies', 'Fiction', ""Children's fiction"", 'Spies, fiction']",,,
7874,7874,OL15270163W,"['Mystery and detective stories', 'Juvenile fiction', 'Detective and mystery stories', 'Mystery fiction', ""Children's fiction"", 'Postal service', 'Postage stamps', 'Chapter Books', 'Action & Adventure', 'Mysteries & Detective Stories', 'Fiction', 'Addressing of Envelopes', 'Theft', 'Reader', 'JUVENILE FICTION']",,,
7875,7875,OL15174154W,"['Fiction', 'Juvenile Fiction', 'Detective and mystery stories', 'Skeleton', 'Lost and found possessions', 'Juvenile fiction', ""April Fools' Day"", 'Schools', 'Mystery and detective stories', 'Skeleton -- Fiction.', 'Lost and found possessions -- Fiction.', 'Schools -- Fiction.', ""April Fools' Day -- Fiction."", 'Mystery and detective stories.', 'School stories', 'Chapter Books', 'Lost articles', 'Mysteries & Detective Stories', 'Reader', 'Mystery fiction', 'JUVENILE FICTION', 'School & Education', ""Children's fiction"", 'Schools, fiction']",,,
7876,7876,OL15059072W,"['Fiction', 'Royal Canadian Mounted Police', 'Lumber and lumbering', 'Spies', 'Logging', 'Juvenile fiction', ""Children's fiction"", 'Spies, fiction', 'Canada, fiction']",,,['Canada']
7877,7877,OL19577644W,"['Folklore', 'Uso terapéutico', 'Miscellanea', 'Aspectos psíquicos', 'Precious stones', 'Miscelánea', 'Piedras preciosas', 'Crystals', 'Therapeutic use', 'Psychic aspects', 'Cristales', 'Crystals -- Miscellanea.', 'Crystals -- Folklore.', 'Precious stones -- Miscellanea.', 'Crystals -- Psychic aspects.', 'Crystals -- Therapeutic use.', 'Cristales -- Miscelánea.', 'Cristales -- Folklore.', 'Cristales -- Aspectos psíquicos.', 'Cristales -- Uso terapéutico.', 'Piedras preciosas -- Miscelánea.']",,,
7878,7878,OL3572390W,"['Exhibitions', 'Criticism and interpretation', 'Drawing, american', 'Hesse, eva, 1936-1970']",['Eva Hesse (1936-1970)'],,
7879,7879,OL8034371W,['Poetry (poetic works by one author)'],,,
7880,7880,OL21002789W,"['Louisiana, biography', 'New orleans, battle of, new orleans, la., 1815', 'Pirates', 'Biography', 'Privateering', 'History', 'New Orleans, Battle of, New Orleans, La., 1815', 'Zeeroverij', 'Zeerovers']",,,
7881,7881,OL19293508W,"['Castles', 'Magic', 'Juvenile fiction', 'Fiction', 'Fantasy', 'Wizards', 'Cartoons and comics', 'Fotonovela', 'Comics & graphic novels, manga, fantasy']",,,
7882,7882,OL3963397W,"['Picture books', ""Children's fiction"", 'Cartoons and comics', 'Castles, fiction']",,,
7883,7883,OL15729809W,"['Drama', 'Antigone (Greek mythology)', 'Translations into English', 'Oedipus (Greek mythology)', 'Drama, history and criticism']",['Sophocles'],,['Thebes (Greece)']
7884,7884,OL372075W,"['Long Now Manual for Civilization', 'Greek drama']",,,
7885,7885,OL14867080W,"['Fiction', 'History', 'Composers', 'German language materials', 'Entstehung des Doktor Faustus (Mann, Thomas)', 'Political fiction', 'Continental european fiction (fictional works by one author)', 'Germany, fiction', 'Fiction, political', 'Fiction, historical', 'Fiction, historical, general', 'German literature', 'German fiction']",['Thomas Mann (1875-1955)'],"['20th century', '1789-1900']",['Germany']
7886,7886,OL668682W,"['Fiction', 'Literature', 'Sisters', 'Japanese fiction', 'Translations into English', 'Texts', 'Novel', 'Japanese', 'Near and far eastern fiction (fictional works by one author)', 'Japan, fiction']",,['20th century'],['Japan']
7887,7887,OL70780W,"['Terapéutica de la reencarnación', 'Reincarnation therapy', 'Reincarnation', 'New Age', 'Nonfiction', 'Reencarnación', 'Biografía', 'Love', 'Biography', 'Hypnotism, therapeutic use']","['Brian L. Weiss (1944-)', 'Catherine (1952 or 3-)']",,
7888,7888,OL17487534W,"['Art students', 'Fiction', 'Japan, fiction', 'Near and far eastern fiction (fictional works by one author)']",,,
7889,7889,OL668681W,"['Love stories', 'Fiction, general', 'Romance fiction']",,,
7890,7890,OL668683W,"['Social life and customs', 'English Translations', 'Translations into English', 'Fiction', 'Tanizaki, Junʼichirō, 1886-1965', 'PRO Mausner, Milton A., Estate of (donor) (Mausner Collection copy)', 'CHR 1963', 'Manners and customs', 'PRO Mausner, Milton A., 1918-2012 (former owner) (Mausner Collection copy)', 'Fiction, short stories (single author)', 'Near and far eastern fiction (fictional works by one author)']","['Junʾichirō Tanizaki (1886-1965)', ""Jun'ichiro Tanizaki (1886-1965)"", 'Junʼichirō Tanizaki (1886-1965)', ""Jun'ichiro Tanizaki (1866-1965)"", 'Junʾichirō Tanizaki (1866-1965)']",,['Japan']
7891,7891,OL668667W,"['Social life and customs', 'Translations into English', 'Japanese Short stories', 'Fiction', 'New York Times reviewed', 'Japan, fiction', 'Japanese literature, translations into english', 'Fiction, general']",,,['Japan']
7892,7892,OL668674W,"['Translations into English', 'New York Times reviewed', 'Fiction, general']",['Junichirō Tanizaki (1886-1965)'],,
7893,7893,OL453697W,"['Discworld (Imaginary place)', 'Science fiction', 'Fantasy fiction', 'Fiction', 'Fantasy', 'Discworld (imaginary place), fiction', 'Fiction, fantasy, general', 'Fiction, humorous', 'Comics & graphic novels, fantasy', 'Science fiction, fantasy, horror', 'Fiction, humorous, general']","['Brutha (Fictional character)', 'Vorbis (Fictional character)']",,['Discworld (Imaginary place)']
7894,7894,OL453989W,"['Young adult fiction', 'humor', 'Winter', 'satire', 'Juvenile Fiction', 'Fairies', 'Fiction', 'Witches', 'mythology', 'Fantasy', 'Reading Level-Grade 5', 'Reading Level-Grade 4', 'Reading Level-Grade 7', 'Reading Level-Grade 6', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 10', ""Children's fiction"", 'Witches, fiction', 'Fantasy fiction', 'Winter, fiction', 'Fairies, fiction', 'Discworld (Imaginary place)', 'English Fantasy fiction', 'Translations into Dutch', 'Translations into French']","['Wintersmith', 'Tiffany Aching', 'Nanny Ogg', 'Summer Lady', 'Nac Mac Feegles', 'Granny Weatherwax.']",,
7895,7895,OL453842W,"['Fiction in English', 'Discworld (Imaginary place)', 'Fiction', 'Fiction, science fiction, general']",,,
7896,7896,OL453886W,"['Department stores, fiction', ""Children's fiction"", 'Fantasy fiction', 'Humorous stories', 'Department stores', 'Computers', 'Fiction', 'Quarries and quarrying', 'Science fiction', 'Computers, fiction']",,,
7897,7897,OL453676W,,,,
7898,7898,OL2880312W,"['Discworld (Imaginary place)', 'Drama', 'English Fantasy drama', 'Fantasy drama, English', 'Fiction, fantasy, general', 'Journalists, fiction', 'Discworld (imaginary place), fiction']",,,
7899,7899,OL453737W,"['Discworld (Imaginary place)', 'Fairies', 'Fairies in fiction', 'Fiction', 'Juvenile fiction', 'Monsters', 'Monsters in fiction', 'Witches', 'Witches in fiction', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', ""Children's fiction"", 'Witches, fiction', 'Fairies, fiction', 'Monsters, fiction', 'Fantasy fiction', 'Humorous stories', 'Tiffany Aching (Fictitious character)', 'Fantasy', 'Magic', 'English Fantasy fiction', 'Translations into German', 'Translations into French']",,,
7900,7900,OL453768W,"['Discworld (Imaginary place)', 'Fiction', 'Fiction, fantasy, general', 'Discworld (imaginary place), fiction']",,['Discworld'],
7901,7901,OL453660W,"['Fiction, fantasy, general', 'Discworld (imaginary place), fiction', 'Granny weatherwax (fictitious character), fiction', 'Fiction', 'Discworld (Imaginary place)', 'Occult fiction', 'Witches', 'Fantasy', 'MacBeth', 'satire', 'humor', 'kingdom', 'Fantasy fiction', 'Fiction, humorous', 'Fiction, humorous, general', 'Literature and fiction, fantasy', 'Fiction, science fiction, general', 'English Fantasy fiction', 'Translations into Turkish', 'Turkish Fantasy fiction', 'Translations from English', 'Disque-monde (Lieu imaginaire)', 'Romans, nouvelles', 'Sorcières', 'English literature', 'Witchcraft', 'Drama', 'Wizards', 'Occultism']","['Nanny Ogg', 'Granny Weatherwax', 'Maigrat', 'Greebo', 'Verence', 'Death']",,"['Lancre (Imaginary place)', 'Ankh-Morpork (Imaginary place)']"
7902,7902,OL14929070W,"['Canada, guidebooks']",,,
7903,7903,OL453680W,"['Fiction', 'Discworld (Imaginary place)', 'Samuel Vimes (Fictitious character)', 'Fantasy', 'Discworld (imaginary place), fiction', 'Fiction, fantasy, general', 'Fiction, humorous', 'Rincewind the wizard (fictitious character), fiction', 'Fiction, humorous, general', 'Literature and fiction, fantasy', 'Fiction, satire']","['Rincewind', 'Twoflower']",,['Discworld']
7904,7904,OL453670W,"['Fantasy', 'Fiction', 'Samuel Vimes (Fictitious character)', 'Discworld (Imaginary place)', 'Fiction, science fiction, general', 'Science fiction', 'Wizards', 'Fantasy fiction', 'Discworld (imaginary place), fiction', 'Fiction, fantasy, general', 'Fiction, humorous', 'English Fantasy fiction', 'Translations into Spanish', 'Spanish Fantasy fiction', 'Translations from English', 'Fiction, humorous, general', 'Literature and fiction, fantasy', 'Granny weatherwax (fictitious character), fiction', 'Fiction, satire', 'Margaret A. Edwards Award', 'English literature']",,,['Discworld']
7905,7905,OL453707W,"['Fantasy fiction', 'Discworld (Imaginary place)', 'Fiction', 'Fantasy', 'Drama (dramatic works by one author)', 'Fiction, fantasy, general', 'Drama', 'English Fantasy drama', 'Discworld (imaginary place), fiction', 'Fiction, humorous', 'Rincewind the wizard (fictitious character), fiction', 'Science fiction, fantasy, horror', 'Wizards', 'Disque-monde (Lieu imaginaire)', 'Romans, nouvelles']",,,
7906,7906,OL453806W,"['Fiction, fantasy, general', 'FICTION / Fantasy / General', 'Cooking', 'Humor', 'Conduct of life', 'Handbooks, manuals', 'Cookery / food & drink']",,,
7907,7907,OL453773W,"['Fiction', 'Discworld (Imaginary place)', 'Motion picture industry', 'Fantasy', 'discworld', 'Fiction, fantasy, general', 'Discworld (imaginary place), fiction', 'Fiction, humorous', 'Science fiction, fantasy, horror', 'English literature', 'Fiction, humorous, general', 'Disque-monde (Lieu imaginaire)', 'Romans, nouvelles']",,,
7908,7908,OL14929076W,"['Cosmology', 'Evolution', 'Fiction', 'Wizards', 'Discworld (Imaginary place)', 'Scientists', 'Fiction, fantasy, general', 'Scientists, fiction', 'Science']",,,
7909,7909,OL453654W,"['Fiction, humorous', 'Fiction, fantasy, general', 'Discworld (imaginary place), fiction', 'English literature', 'Fiction', 'Discworld (Imaginary place)', 'Death', 'Fantasy', 'Fiction, thrillers, general', 'Death (fictitious character : pratchett), fiction', 'Fiction, humorous, general']",,,['Ankh-Morpork']
7910,7910,OL453756W,"['Computer games', 'Conduct of life', 'Fiction', 'Juvenile fiction', 'Life on other planets', 'War', ""Children's stories, English"", 'English Young adult fiction', 'English Science fiction', 'Fantasy', 'Humorous stories', 'Extraterrestrial beings', ""Children's fiction"", 'Computer games, fiction', 'War, fiction', 'Conduct of life, fiction']",,,
7911,7911,OL14929050W,"['Fiction, fantasy, general']",,,
7912,7912,OL453930W,"['Fiction', 'Juvenile fiction', 'Fathers and sons', 'Discworld (Imaginary place)', 'Reading', ""Children's fiction"", 'Fantasy fiction', 'Sam Vimes (Fictitious character)', 'Storytelling', 'Disque-monde (Lieu imaginaire)', 'Romans, nouvelles', 'Pères et fils']",,,
7913,7913,OL453787W,"['Fiction', 'Discworld (Imaginary place)', 'Fantasy', 'Fiction, fantasy, general', 'Discworld (imaginary place), fiction', 'Granny weatherwax (fictitious character), fiction', 'Drama', 'Fiction, humorous', 'Literature and fiction (general)', 'Literature and fiction, fantasy', 'English Fantasy fiction', 'Translations into Dutch', 'Witches']","['Granny Weatherwax (Fictional character)', 'Nanny Ogg (Fictional character)', 'Magrat Garlick (Fictional character)']",,['Discworld (Imaginary place)']
7914,7914,OL453735W,"['Fiction in Spanish', 'Discworld (Imaginary Place)', 'Samuel Vimes (Fictitious character)', 'Fiction', 'Guards troops', 'Fantasy', 'Translations into Italian', 'English fiction', 'Fiction, fantasy, general', 'Discworld (imaginary place), fiction', 'Carrot (fictitious character : pratchett), fiction', 'Fiction, humorous', 'English literature', 'British and irish drama (dramatic works by one author)']",,,
7915,7915,OL453662W,"['Fiction', 'Wizards', 'Discworld (Imaginary place)', 'Fantasy', 'Discworld (imaginary place), fiction', 'Fiction, fantasy, general', 'Death (fictitious character : pratchett), fiction', 'satire', 'humor', 'mythology', 'pratchett', 'discworld', 'Motion picture plays', 'Magos', 'Discworld (Lugar imaginario)', 'Ficción', 'Fiction, humorous, general', 'Literature and fiction, fantasy']","['Hex', 'Susan Stolat', 'Ponder Stibbons', 'Death', 'Albert', 'the Tooth Fairy', 'the Hogfather', 'Mustrum Ridcully', 'Mr Teatime', 'the Auditors.']",,"['Ankh Morpork', 'Unseen University']"
7916,7916,OL453885W,"['Fiction', 'Rats', 'Cats', 'Musicians', 'Swindlers and swindling', 'Humorous stories', 'Human-animal relationships', 'Juvenile Fiction', 'Fantasy', 'Humorous fiction', 'Cats, fiction', 'Musicians, fiction', 'Rats, fiction', ""Children's fiction"", 'Human-animal relationships, fiction', 'Discworld (Imaginary place)', 'English Fantasy fiction', 'Translations into Turkish']",,,
7917,7917,OL453829W,"['Discworld (imaginary place), fiction', 'Fiction, humorous, general', 'Fiction, fantasy, general']",,,
7918,7918,OL453733W,"['Fiction', 'Civil service', 'Postal service', 'Discworld (Imaginary place)', 'Fantasy fiction', 'Drama (dramatic works by one author)', 'Drama', 'English Fantasy drama', 'Satire', 'English literature', 'Fiction, humorous', 'Fiction, fantasy, general', 'Discworld (imaginary place), fiction', 'Fiction, humorous, general', 'Literature and fiction (general)', 'Fiction, general', 'Fantasy', 'Disque-monde (Lieu imaginaire)', 'Romans, nouvelles', 'Postes']",,,
7919,7919,OL453671W,"['Discworld (Imaginary place)', 'Fiction', 'Science Fiction', 'Fantasy', 'Vampires', 'Priests', 'Witches', 'Fiction, fantasy, general', 'Discworld (imaginary place), fiction', 'Granny weatherwax (fictitious character), fiction', 'English literature', 'Fantasy fiction']",,,
7920,7920,OL453857W,"['Department stores, fiction', 'Fairies, fiction', 'Science fiction', 'Humorous stories', ""Children's fiction"", 'Department stores', 'Young adult fiction', 'Gnomes', 'Fiction', 'Juvenile fiction', 'Fantasy fiction', 'Fantasy']",,,
7921,7921,OL2373314W,"[""Children's fiction"", 'X-men (fictitious characters), fiction', 'Adventure and adventurers, fiction', 'Cartoons and comics']",,,
7922,7922,OL700333W,"['Portrait photography', 'Artistic Photography', 'Photography, artistic']",['Elliott Erwitt'],,
7923,7923,OL5846217W,"['Biography', 'Motion picture actors and actresses', 'Motion picture actors and actresses, united states']",['Bruce Campbell (1958-)'],,['United States']
7924,7924,OL7910621W,"['Ninjutsu', 'Fiction']",,,
7925,7925,OL53331W,"['World War III', 'Fiction', 'Large type books', 'Fiction, general']",,,
7926,7926,OL15103439W,"['Fiction, fantasy, general']",,,
7927,7927,OL8375377W,"['Fiction, action & adventure', 'Fiction, thrillers, general', 'Pitt, dirk (fictitious character), fiction', 'Russia (federation), fiction', 'Mongolia, fiction', 'Oil industries', 'Dirk Pitt (Fictitious character)', 'Oceanographers', 'Petroleum industry and trade', 'Oil industry', 'Fiction', 'Mongols', 'Treasure troves', 'Adventure fiction', 'Thriller', 'Large type books', 'Fiction, thrillers', 'Ficción', 'Tesoros ocultos']",['Genghis Khan (1162-1227)'],,"['Russia (Federation)', 'Mongolia', 'Greenland']"
7928,7928,OL3335331W,"['Wealth', 'Christianity', 'Joy', 'Religious aspects', 'Generosity', 'Wealth, religious aspects, christianity']",,,
7929,7929,OL17020180W,"['Juvenile fiction', 'World War, 1939-1945', 'Fiction', 'Historical fiction', 'History', 'Courage, fiction', 'World war, 1939-1945, fiction', 'Norway, history, fiction', ""Children's fiction""]",,,
